CHANNEL_KEY	SITE_KEY	COUNTRY_CODE	POSTCODE
8	FRPAH7	FR	73110
8	FRPAH8	FR	69480
8	FRPAH9	FR	44600
8	FRPAHA	FR	51100
8	FRPAHC	FR	02000
8	FRPAHD	FR	02250
8	FRPAHE	FR	08170
8	FRPAHG	FR	62180
8	FRPAHH	FR	62730
8	FRPAHI	FR	08200
8	FRPAHJ	FR	62400
8	FRPAHK	FR	95640    
8	FRPAHM	FR	92700    
8	FRPAHO	FR	72120
8	FRPAHP	FR	35300
8	FRPAHS	FR	85100
8	FRPAHT	FR	32600
8	FRPAHU	FR	34420    
8	FRPAHX	FR	24500
8	FRPAHY	FR	33250
8	FRPAHZ	FR	37190
8	FRPAI3	FR	18390
8	FRPAI4	FR	56000
8	FRPAI5	FR	35890
8	FRPAI6	FR	56190    
8	FRPAI7	FR	56130
8	FRPAI8	FR	56760
8	FRPAI9	FR	36800
8	FRPAIA	FR	53600
8	FRPAIB	FR	56390
8	FRPAIC	FR	29750
8	FRPAID	FR	22150
8	FRPAIE	FR	35400
8	FRPAIG	FR	80250
8	FRPAIH	FR	80110    
8	FRPAIJ	FR	04700
8	FRPAIL	FR	88230    
8	FRPAIN	FR	06300    
8	FRPAIP	FR	02200
8	FRPAIQ	FR	02600
8	FRPAIR	FR	67630
8	FRPAIS	FR	50570
8	FRPAIU	FR	56320
8	FRPAIV	FR	36130
8	FRPAIX	FR	59410
8	FRPAIY	FR	92500
8	FRPAIZ	FR	30200
8	FRPAJA	FR	58000
8	FRPAJB	FR	58000    
8	FRPAJC	FR	01400
8	FRPAJD	FR	75018
8	FRPAJP	FR	59193
8	FRPAJQ	FR	62126
8	FRPAJU	FR	72000
8	FRPAJV	FR	22170    
8	FRPAJW	FR	29780
8	FRPAKA	FR	40200    
8	FRPAKB	FR	31790
8	FRPAKC	FR	27150
8	FRPAKD	FR	57190
8	FRPAKE	FR	06400    
8	FRPAKF	FR	30400
8	FRPAKG	FR	34200
8	FRPAKH	FR	74130
8	FRPAKJ	FR	60120
8	FRPAKM	FR	92000
8	FRPAKN	FR	75012
8	FRPAKO	FR	31770
8	FRPAKP	FR	22650
8	FRPAKQ	FR	50300
8	FRPAKR	FR	27300
8	FRPAKS	FR	76420
8	FRPAKU	FR	44110
8	FRPAKV	FR	22960
8	FRPAKX	FR	34000
8	FRPAKY	FR	47200
8	FRPAKZ	FR	56760
8	FRPAL1	FR	63570
8	FRPAL2	FR	98000    
8	FRPAL4	FR	63700
8	FRPAL5	FR	63460
8	FRPAL8	FR	16300    
8	FRPAL9	FR	56270
8	FRPALA	FR	66000
8	FRPALB	FR	31170
8	FRPALC	FR	77120
8	FRPALP	FR	63260
8	FRPALY	FR	14390
8	FRPALZ	FR	29170
8	FRPAM2	FR	57100
8	FRPAM3	FR	93100
8	FRPAM4	FR	94400
8	FRPAM6	FR	95180
8	FRPAM7	FR	69400
8	FRPAMB	FR	77120
8	FRPAME	FR	72120
8	FRPAMK	FR	62217
8	FRPAML	FR	32310
8	FRPAMP	FR	56190
8	FRPAMQ	FR	42600
8	FRPAMR	FR	59286
8	FRPAMS	FR	59167
8	FRPAMT	FR	59730
8	FRPAMU	FR	54110
8	FRPAMV	FR	54120
8	FRPAMW	FR	54360
8	FRPAMX	FR	70500
8	FRPAMY	FR	85100
8	FRPAN3	FR	88230
8	FRPAN6	FR	74100
8	FRPAN9	FR	54380
8	FRPANY	FR	75014
8	FRPAP1	FR	13530
8	FRPAP2	FR	24310
8	FRPAP4	FR	36100
8	FRPAP5	FR	05000
8	FRPAP6	FR	31700
8	FRPAP7	FR	58000
8	FRPAP8	FR	66000
8	FRPAP9	FR	63200
8	FRPAPA	FR	13920
8	FRPAPB	FR	75018
8	FRPAPC	FR	38150
8	FRPAPD	FR	71200
8	FRPAQ2	FR	24170
8	FRPAQ3	FR	09200
8	FRPAQP	FR	77127
8	FRPAQR	FR	72000
8	FRPAQX	FR	06560
8	FRPARW	FR	33420
8	FRPASC	FR	77000
8	FRPASE	FR	77470
8	FRPASF	FR	17440
8	FRPASG	FR	27120
8	FRPASK	FR	37000
8	FRPASM	FR	72100
8	FRPASO	FR	59221
8	FRPASP	FR	80230
8	FRPASY	FR	33980
8	FRPASZ	FR	57400
8	FRPATA	FR	00000
8	FRPATB	FR	62610
8	FRPATR	FR	42500
8	FRPATS	FR	43600
8	FRPAUA	FR	87000
8	FRPAUB	FR	03800
8	FRPAUC	FR	45250
8	FRPAUD	FR	77430
8	FRPAUK	FR	13002
8	FRPAUP	FR	31770
8	FRPAUU	FR	50500
8	FRPAVB	FR	72000
8	FRPAVD	FR	02120
8	FRPAVG	FR	59300
8	FRPAVH	FR	06100
8	FRPAVJ	FR	54110
8	FRPAVM	FR	59730
8	FRPAVN	FR	22800
8	FRPAVO	FR	13190
8	FRPAVP	FR	45500
8	FRPAVQ	FR	41000
8	FRPAVS	FR	59113
8	FRPAVT	FR	59136
8	FRPAVV	FR	61200
8	FRPAVW	FR	61500
8	FRPAVX	FR	50250
8	FRPAVY	FR	56230
8	FRPAVZ	FR	45100
8	FRPAWA	FR	77150
8	FRPAWB	FR	77120
8	FRPAWE	FR	31390
8	FRPAWF	FR	31790
8	FRPAWH	FR	71250
8	FRPAWI	FR	95180
8	FRPAWJ	FR	02880
8	FRPAWK	FR	91210
8	FRPAWN	FR	28150
8	FRPAWQ	FR	45000
8	FRPAWR	FR	56500
8	FRPAWS	FR	37000
8	FRPAWT	FR	14390
8	FRPAWU	FR	33700
8	FRPAWV	FR	59125
8	FRPAWW	FR	27130
8	FRPAWX	FR	64260
8	FRPAWY	FR	40700
8	FRPAWZ	FR	64700
8	FRPAXA	FR	64240
8	FRPAXC	FR	03630
8	FRPAXF	FR	59114
8	FRPAXG	FR	50700
8	FRPAXH	FR	78200
8	FRPAXI	FR	64120
8	FRPAXJ	FR	47600
8	FRPAXK	FR	65000
8	FRPAXL	FR	60120
8	FRPAXM	FR	17000
8	FRPAXN	FR	82170
8	FRPAXO	FR	31200
8	FRPAXP	FR	59167
8	FRPAXQ	FR	59286
8	FRPAXT	FR	59300
8	FRPB01	FR	43500    
8	FRPB02	FR	83260
8	FRPB03	FR	33670
8	FRPB04	FR	26400
8	FRPB05	FR	60360
8	FRPB06	FR	24100
8	FRPB07	FR	54670
8	FRPB08	FR	14800    
8	FRPB09	FR	54380    
8	FRPB10	FR	54110    
8	FRPB11	FR	87210
8	FRPB12	FR	76560
8	FRPB13	FR	76480
8	FRPB14	FR	43220
8	FRPB15	FR	62330
8	FRPB16	FR	75015
8	FRPB17	FR	84320
8	FRPB18	FR	75016
8	FRPB19	FR	28230    
8	FRPB20	FR	44170    
8	FRPB21	FR	78690
8	FRPB22	FR	91150    
8	FRPB24	FR	27000
8	FRPB25	FR	76640    
8	FRPB26	FR	59750
8	FRPB27	FR	46100
8	FRPB28	FR	48400
8	FRPB29	FR	57190
8	FRPB30	FR	92260
8	FRPB31	FR	76440    
8	FRPB32	FR	35300    
8	FRPB33	FR	62270
8	FRPB34	FR	31270
8	FRPB35	FR	32200
8	FRPB36	FR	76110
8	FRPB37	FR	76280
8	FRPB38	FR	46300
8	FRPB39	FR	23230
8	FRPB40	FR	05600
8	FRPB41	FR	33470
8	FRPB42	FR	40700
8	FRPB43	FR	62440    
8	FRPB44	FR	76600    
8	FRPB45	FR	76600
8	FRPB46	FR	76600
8	FRPB47	FR	76600
8	FRPB48	FR	76600
8	FRPB51	FR	60370
8	FRPB52	FR	59122    
8	FRPB53	FR	14602
8	FRPB54	FR	83400
8	FRPB55	FR	66130
8	FRPB56	FR	45140
8	FRPB57	FR	14230
8	FRPB58	FR	87170    
8	FRPB59	FR	51140
8	FRPB60	FR	07260
8	FRPB61	FR	70500    
8	FRPB62	FR	59167    
8	FRPB63	FR	37130
8	FRPB64	FR	66740
8	FRPB65	FR	83980
8	FRPB66	FR	62790
8	FRPB67	FR	77150    
8	FRPB68	FR	09210
8	FRPB69	FR	11200
8	FRPB70	FR	62820
8	FRPB71	FR	33500
8	FRPB72	FR	18160
8	FRPB73	FR	87000    
8	FRPB74	FR	29750    
8	FRPB75	FR	54260
8	FRPB76	FR	44430
8	FRPB77	FR	27400    
8	FRPB78	FR	35420
8	FRPB79	FR	69008
8	FRPB80	FR	25120
8	FRPB81	FR	45330
8	FRPB82	FR	78200    
8	FRPB83	FR	47200    
8	FRPB84	FR	34340
8	FRPB85	FR	13012
8	FRPB86	FR	48100
8	FRPB87	FR	91000
8	FRPB88	FR	78550
8	FRPB89	FR	15200
8	FRPB90	FR	20167
8	FRPB91	FR	32300
8	FRPB92	FR	98000
8	FRPB93	FR	72230
8	FRPB94	FR	63650
8	FRPB95	FR	82000    
8	FRPB96	FR	42600    
8	FRPB97	FR	40000
8	FRPB98	FR	08800    
8	FRPB99	FR	03390
8	FRPBB1	FR	18100
8	FRPBB2	FR	06650    
8	FRPBB3	FR	05100
8	FRPBB4	FR	06150
8	FRPBB5	FR	18390
8	FRPBB6	FR	59400
8	FRPBB7	FR	31470
8	FRPBB8	FR	06400
8	FRPBBA	FR	60320
8	FRPBBB	FR	51130
8	FRPBBC	FR	03150
8	FRPBBD	FR	31190    
8	FRPBBE	FR	14500
8	FRPBBF	FR	59490
8	FRPBBG	FR	62990
8	FRPBBH	FR	90000
8	FRPBBI	FR	08110
8	FRPBBJ	FR	62460
8	FRPBBL	FR	08700
8	FRPBBM	FR	59890
8	FRPBBS	FR	92700
8	FRPBBT	FR	10200
8	FRPBBU	FR	27400
8	FRPBBV	FR	78840
8	FRPBBX	FR	76410
8	FRPBBZ	FR	50200
8	FRPBC1	FR	65170
8	FRPBC2	FR	45240
8	FRPBC3	FR	28240
8	FRPBC6	FR	86220
8	FRPBC7	FR	56120
8	FRPBC9	FR	14280
8	FRPBCA	FR	27240
8	FRPBCB	FR	72000
8	FRPBCC	FR	29200
8	FRPBCE	FR	37110
8	FRPBCF	FR	53500
8	FRPBCG	FR	45400
8	FRPBD2	FR	32110
8	FRPC01	FR	92120
8	FRPC02	FR	25500
8	FRPC03	FR	74110
8	FRPC04	FR	06250    
8	FRPC05	FR	73600
8	FRPC06	FR	88420
8	FRPC07	FR	78130    
8	FRPC08	FR	31600
8	FRPC09	FR	92000    
8	FRPC11	FR	44100
8	FRPC12	FR	76330
8	FRPC13	FR	47600
8	FRPC14	FR	60530
8	FRPC16	FR	76370
8	FRPC17	FR	28210
8	FRPC18	FR	93130    
8	FRPC19	FR	74890
8	FRPC21	FR	26110
8	FRPC22	FR	50130
8	FRPC23	FR	83190
8	FRPC24	FR	59264
8	FRPC25	FR	06650
8	FRPC26	FR	14290
8	FRPC27	FR	59310
8	FRPC28	FR	64150
8	FRPC29	FR	14150
8	FRPC30	FR	62215    
8	FRPC31	FR	54530
8	FRPC32	FR	34250
8	FRPC33	FR	75018
8	FRPC34	FR	75018    
8	FRPC35	FR	75017
8	FRPC36	FR	75014
8	FRPC37	FR	75018
8	FRPC38	FR	75009
8	FRPC39	FR	75005
8	FRPC40	FR	75015
8	FRPC41	FR	75006
8	FRPC42	FR	75013
8	FRPC43	FR	75018
8	FRPC44	FR	75013
8	FRPC45	FR	31140
8	FRPC46	FR	29760
8	FRPC47	FR	22710    
8	FRPC48	FR	84120
8	FRPC50	FR	34120
8	FRPC51	FR	54490    
8	FRPC52	FR	02320
8	FRPC53	FR	31860
8	FRPC54	FR	29120
8	FRPC55	FR	56240
8	FRPC56	FR	22580
8	FRPC57	FR	63230
8	FRPC58	FR	50170
8	FRPC59	FR	20166
8	FRPC60	FR	46220
8	FRPC61	FR	24130
8	FRPC67	FR	73400
8	FRPC69	FR	30400    
8	FRPC83	FR	59920
8	FRPC84	FR	11500
8	FRPC85	FR	29130
8	FRPC86	FR	88700    
8	FRPC87	FR	77510
8	FRPC88	FR	51100
8	FRPC89	FR	51100
8	FRPC90	FR	30210
8	FRPC91	FR	57480
8	FRPC92	FR	31250    
8	FRPC93	FR	29340
8	FRPC94	FR	31370
8	FRPC95	FR	15400
8	FRPC96	FR	74800
8	FRPC97	FR	87600
8	FRPC98	FR	08230
8	FRPC99	FR	13340    
8	FRPCC1	FR	62510
8	FRPCC2	FR	62620
8	FRPCC3	FR	58000
8	FRPCC4	FR	56150
8	FRPCC6	FR	75009
8	FRPCC7	FR	84170    
8	FRPCD2	FR	49240
8	FRPCD3	FR	84170
8	FRPCD5	FR	17250
8	FRPCD8	FR	45110
8	FRPCD9	FR	56870
8	FRPCDA	FR	62400
8	FRPCDB	FR	59239
8	FRPCDC	FR	87400
8	FRPCDD	FR	49400
8	FRPCDE	FR	56100
8	FRPCDG	FR	37150
8	FRPCDJ	FR	33320
8	FRPCDK	FR	33600
8	FRPCDL	FR	13130
8	FRPCDP	FR	06000
8	FRPCDV	FR	24170    
8	FRPCE1	FR	72160
8	FRPCE2	FR	50600
8	FRPCE4	FR	56150
8	FRPCE8	FR	76430
8	FRPCEG	FR	36000
8	FRPCEH	FR	36400
8	FRPCEM	FR	06260
8	FRPCEP	FR	24100
8	FRPCER	FR	72000
8	FRPCEV	FR	17170
8	FRPCEW	FR	76250
8	FRPCEX	FR	14800
8	FRPCF1	FR	53000
8	FRPCF2	FR	72300
8	FRPCF3	FR	00000
8	FRPCF4	FR	53200
8	FRPCF5	FR	91590
8	FRPCF6	FR	14270
8	FRPCF7	FR	27190
8	FRPCF8	FR	51210
8	FRPCFA	FR	27500
8	FRPCFD	FR	63260    
8	FRPCFE	FR	15200    
8	FRPCFF	FR	01200
8	FRPCFG	FR	42370
8	FRPCFH	FR	78280
8	FRPCFI	FR	14500
8	FRPCFJ	FR	20000
8	FRPCFL	FR	31200
8	FRPCFQ	FR	40100
8	FRPCFR	FR	40700
8	FRPCFS	FR	64700
8	FRPCFT	FR	65300
8	FRPCFU	FR	40550
8	FRPCFV	FR	31210
8	FRPCFW	FR	47600
8	FRPCFX	FR	64400
8	FRPCFY	FR	64000
8	FRPCFZ	FR	40300
8	FRPCG1	FR	94230
8	FRPCG2	FR	02300
8	FRPCG5	FR	62280
8	FRPCG6	FR	62280
8	FRPCG7	FR	23000
8	FRPCG8	FR	37000
8	FRPCG9	FR	24120
8	FRPCGA	FR	40300
8	FRPCGB	FR	40360
8	FRPCGC	FR	65200
8	FRPCGD	FR	64270
8	FRPCGE	FR	64220
8	FRPCGF	FR	64990
8	FRPCGG	FR	65000
8	FRPCGH	FR	40220
8	FRPCGI	FR	40400
8	FRPCGJ	FR	64240
8	FRPCGK	FR	32310
8	FRPCGL	FR	40190
8	FRPCGM	FR	64120
8	FRPCGN	FR	64260
8	FRPCGO	FR	64100
8	FRPCGP	FR	64100
8	FRPCGQ	FR	64250
8	FRPCGR	FR	32100
8	FRPCGS	FR	60390
8	FRPCH1	FR	53100
8	FRPCH2	FR	35136
8	FRPCH3	FR	33640
8	FRPCH4	FR	31000
8	FRPCH8	FR	75018
8	FRPCIA	FR	75007
8	FRPCIP	FR	28800
8	FRPD01	FR	70250
8	FRPD02	FR	59286    
8	FRPD03	FR	39220
8	FRPD04	FR	92500
8	FRPD05	FR	85100    
8	FRPD06	FR	85100    
8	FRPD07	FR	33770
8	FRPD08	FR	74340
8	FRPD09	FR	57160
8	FRPD10	FR	83140
8	FRPD11	FR	59730    
8	FRPD12	FR	59230
8	FRPD13	FR	33240
8	FRPD14	FR	48200
8	FRPD15	FR	24220
8	FRPD16	FR	45560
8	FRPD17	FR	88100
8	FRPD18	FR	15100
8	FRPD19	FR	36800    
8	FRPD20	FR	61000    
8	FRPD21	FR	95210
8	FRPD22	FR	74430
8	FRPD23	FR	64500
8	FRPD24	FR	74160
8	FRPD25	FR	43240
8	FRPD26	FR	31470
8	FRPD28	FR	18110
8	FRPD29	FR	83470    
8	FRPD30	FR	35350
8	FRPD31	FR	55300
8	FRPD32	FR	77178    
8	FRPD33	FR	66220
8	FRPD34	FR	49110
8	FRPD35	FR	76430
8	FRPD36	FR	17350    
8	FRPD37	FR	40500    
8	FRPD38	FR	81370
8	FRPD39	FR	69590
8	FRPD40	FR	76310
8	FRPD41	FR	83120
8	FRPD42	FR	83120
8	FRPD43	FR	57600
8	FRPD45	FR	95150
8	FRPD46	FR	27230
8	FRPD47	FR	88160
8	FRPD48	FR	24800
8	FRPD49	FR	14250    
8	FRPD50	FR	61800
8	FRPD51	FR	83000    
8	FRPD53	FR	31500
8	FRPD54	FR	31100
8	FRPD55	FR	14800
8	FRPD56	FR	31170
8	FRPD57	FR	45470    
8	FRPD58	FR	76580
8	FRPD59	FR	93290
8	FRPD60	FR	13530    
8	FRPD61	FR	88120    
8	FRPD63	FR	06560
8	FRPD64	FR	25800    
8	FRPD65	FR	94460
8	FRPD67	FR	07140
8	FRPD68	FR	30600
8	FRPD69	FR	72320
8	FRPD70	FR	65500
8	FRPD71	FR	32190
8	FRPD72	FR	65170
8	FRPD73	FR	38200
8	FRPD74	FR	18100
8	FRPD75	FR	89190
8	FRPD76	FR	14500    
8	FRPD77	FR	88800
8	FRPD79	FR	62120
8	FRPD81	FR	40800    
8	FRPD82	FR	87700
8	FRPD83	FR	73100
8	FRPD84	FR	62160
8	FRPD85	FR	73200
8	FRPD86	FR	73200
8	FRPD87	FR	61000
8	FRPD88	FR	87240
8	FRPD89	FR	01500
8	FRPD90	FR	63600
8	FRPD91	FR	64120
8	FRPD92	FR	80000
8	FRPD93	FR	27700
8	FRPD94	FR	16000
8	FRPD95	FR	74000    
8	FRPD96	FR	74940
8	FRPD97	FR	74100
8	FRPD98	FR	74100
8	FRPD99	FR	07100
8	FRPE01	FR	06600
8	FRPE02	FR	10700
8	FRPE03	FR	62610
8	FRPE04	FR	66700    
8	FRPE05	FR	61200
8	FRPE06	FR	36200
8	FRPE08	FR	62510
8	FRPE09	FR	62000
8	FRPE10	FR	64260
8	FRPE11	FR	17530
8	FRPE12	FR	07200
8	FRPE13	FR	27940
8	FRPE14	FR	18700    
8	FRPE15	FR	59265
8	FRPE16	FR	62690
8	FRPE17	FR	23200
8	FRPE18	FR	62260
8	FRPE19	FR	62260
8	FRPE20	FR	62370
8	FRPE21	FR	60390
8	FRPE22	FR	56400
8	FRPE23	FR	02300
8	FRPE24	FR	89000
8	FRPE25	FR	59440
8	FRPE26	FR	62810
8	FRPE27	FR	62210
8	FRPE28	FR	77210
8	FRPE30	FR	50300    
8	FRPE31	FR	49240    
8	FRPE32	FR	37190    
8	FRPE33	FR	56870    
8	FRPE34	FR	30200
8	FRPE35	FR	77700
8	FRPE36	FR	59780
8	FRPE38	FR	62450
8	FRPE39	FR	10200
8	FRPE40	FR	62620
8	FRPE41	FR	56150
8	FRPE42	FR	59221
8	FRPE43	FR	14400
8	FRPE44	FR	14400    
8	FRPE45	FR	64100
8	FRPE46	FR	64100
8	FRPE47	FR	63110
8	FRPE48	FR	21200
8	FRPE49	FR	62217
8	FRPE50	FR	62990    
8	FRPE51	FR	87300    
8	FRPE52	FR	01200
8	FRPE53	FR	69220
8	FRPE55	FR	01300
8	FRPE56	FR	62600
8	FRPE57	FR	24100
8	FRPE58	FR	27300    
8	FRPE59	FR	95340    
8	FRPE60	FR	60320    
8	FRPE61	FR	62400    
8	FRPE62	FR	59187
8	FRPE63	FR	62400    
8	FRPE64	FR	35830
8	FRPE65	FR	62660
8	FRPE66	FR	64200
8	FRPE67	FR	62420    
8	FRPE68	FR	08110    
8	FRPE69	FR	44130    
8	FRPE70	FR	50560
8	FRPE71	FR	36300
8	FRPE72	FR	37150    
8	FRPE73	FR	41000
8	FRPE74	FR	41000
8	FRPE75	FR	76230
8	FRPE76	FR	76230
8	FRPE77	FR	80230
8	FRPE78	FR	59910
8	FRPE79	FR	28800
8	FRPE80	FR	74130    
8	FRPE81	FR	33200
8	FRPE82	FR	33000
8	FRPE83	FR	33800
8	FRPE84	FR	20290
8	FRPE85	FR	76850
8	FRPE88	FR	62200
8	FRPE89	FR	92100
8	FRPE90	FR	03160
8	FRPE91	FR	59630
8	FRPE92	FR	64800
8	FRPE93	FR	62190    
8	FRPE94	FR	23400
8	FRPE95	FR	01000
8	FRPE96	FR	18000
8	FRPE97	FR	18000
8	FRPE98	FR	18000
8	FRPF03	FR	23600
8	FRPF04	FR	77480
8	FRPF06	FR	62117
8	FRPF08	FR	79300
8	FRPF09	FR	79300
8	FRPF10	FR	29200
8	FRPF11	FR	60120
8	FRPF12	FR	14760
8	FRPF13	FR	91650
8	FRPF14	FR	45250
8	FRPF15	FR	27800
8	FRPF17	FR	76750    
8	FRPF19	FR	62160
8	FRPF20	FR	36500
8	FRPF21	FR	14390
8	FRPF22	FR	94230
8	FRPF24	FR	62100
8	FRPF26	FR	62100
8	FRPF27	FR	64250
8	FRPF28	FR	62170
8	FRPF30	FR	76450
8	FRPF31	FR	50500
8	FRPF33	FR	59540
8	FRPF34	FR	66400
8	FRPF35	FR	34420    
8	FRPF36	FR	35510
8	FRPF37	FR	89800
8	FRPF38	FR	45120
8	FRPF39	FR	42500
8	FRPF40	FR	74400
8	FRPF41	FR	77430
8	FRPF42	FR	69006
8	FRPF45	FR	60500
8	FRPF46	FR	44260
8	FRPF48	FR	35131
8	FRPF49	FR	77590
8	FRPF50	FR	69680
8	FRPF51	FR	44110    
8	FRPF52	FR	53200
8	FRPF53	FR	77570    
8	FRPF54	FR	37110
8	FRPF55	FR	36000
8	FRPF56	FR	36000
8	FRPF57	FR	86100
8	FRPF58	FR	71880
8	FRPF59	FR	92320
8	FRPF60	FR	01400
8	FRPF61	FR	36400
8	FRPF62	FR	80320
8	FRPF63	FR	28260
8	FRPF64	FR	41260
8	FRPF65	FR	86300
8	FRPF66	FR	79110
8	FRPF67	FR	21800
8	FRPF68	FR	86400
8	FRPF69	FR	38640
8	FRPF70	FR	92140
8	FRPF71	FR	63000
8	FRPF72	FR	31770
8	FRPF74	FR	59560
8	FRPF75	FR	03600
8	FRPF76	FR	29900
8	FRPF77	FR	27190
8	FRPF78	FR	32100
8	FRPF79	FR	69420
8	FRPF80	FR	78700
8	FRPF81	FR	69960
8	FRPF82	FR	21190
8	FRPF84	FR	58200
8	FRPF85	FR	03430
8	FRPF86	FR	42120
8	FRPF88	FR	77120    
8	FRPF89	FR	77700
8	FRPF90	FR	92400
8	FRPF91	FR	16400
8	FRPF92	FR	50200
8	FRPF93	FR	50200    
8	FRPF94	FR	17120
8	FRPF95	FR	50710
8	FRPF97	FR	77124
8	FRPF98	FR	38460
8	FRPF99	FR	33670    
8	FRPG01	FR	60800
8	FRPG02	FR	34920
8	FRPG04	FR	71200
8	FRPG06	FR	78290
8	FRPG07	FR	01350
8	FRPG08	FR	03300
8	FRPG09	FR	27240    
8	FRPG10	FR	86220    
8	FRPG11	FR	07430
8	FRPG12	FR	59187
8	FRPG13	FR	58300
8	FRPG14	FR	03630
8	FRPG15	FR	62240
8	FRPG16	FR	76250
8	FRPG17	FR	35800
8	FRPG19	FR	62460    
8	FRPG20	FR	01220
8	FRPG21	FR	35120    
8	FRPG22	FR	61700    
8	FRPG23	FR	51700
8	FRPG25	FR	59500
8	FRPG26	FR	74140
8	FRPG27	FR	93700
8	FRPG29	FR	77250
8	FRPG30	FR	78990
8	FRPG31	FR	76500
8	FRPG32	FR	66200
8	FRPG33	FR	62910
8	FRPG35	FR	91360
8	FRPG36	FR	76133
8	FRPG37	FR	29500
8	FRPG38	FR	53500
8	FRPG39	FR	62400
8	FRPG40	FR	59940
8	FRPG41	FR	22680
8	FRPG42	FR	62630
8	FRPG43	FR	91450
8	FRPG44	FR	27150
8	FRPG45	FR	53600    
8	FRPG46	FR	14700    
8	FRPG48	FR	74210
8	FRPG49	FR	41400
8	FRPG50	FR	76400
8	FRPG51	FR	01210
8	FRPG52	FR	01210
8	FRPG53	FR	59680
8	FRPG54	FR	45210
8	FRPG55	FR	91590
8	FRPG56	FR	72400
8	FRPG57	FR	61600
8	FRPG58	FR	45240    
8	FRPG59	FR	80210
8	FRPG60	FR	51170
8	FRPG61	FR	72200
8	FRPG62	FR	32500
8	FRPG63	FR	27380
8	FRPG64	FR	45400
8	FRPG65	FR	59148
8	FRPG67	FR	29170
8	FRPG69	FR	78840
8	FRPG72	FR	38190
8	FRPG73	FR	62310
8	FRPG74	FR	08170    
8	FRPG75	FR	28320    
8	FRPG76	FR	03800
8	FRPG77	FR	13120
8	FRPG78	FR	78440
8	FRPG79	FR	69740
8	FRPG80	FR	63360
8	FRPG81	FR	35850
8	FRPG82	FR	01170
8	FRPG83	FR	45500
8	FRPG84	FR	91190
8	FRPG85	FR	95190
8	FRPG86	FR	56390    
8	FRPG87	FR	56390    
8	FRPG88	FR	60210
8	FRPG89	FR	70100
8	FRPG90	FR	73100
8	FRPG91	FR	33420    
8	FRPG92	FR	74570
8	FRPG93	FR	56380
8	FRPG94	FR	44350
8	FRPG95	FR	23000
8	FRPG96	FR	71130
8	FRPG97	FR	02190
8	FRPG98	FR	62340    
8	FRPG99	FR	02120
8	FRPH01	FR	78280    
8	FRPH02	FR	62940
8	FRPH03	FR	80400
8	FRPH05	FR	76620
8	FRPH06	FR	50250
8	FRPH07	FR	59510
8	FRPH08	FR	64700
8	FRPH09	FR	64700
8	FRPH11	FR	62140
8	FRPH12	FR	62150
8	FRPH13	FR	59116    
8	FRPH14	FR	59492
8	FRPH15	FR	69540
8	FRPH16	FR	62330
8	FRPH17	FR	87170
8	FRPH18	FR	36100    
8	FRPH19	FR	94200
8	FRPH20	FR	16200
8	FRPH21	FR	01480
8	FRPH22	FR	59460
8	FRPH23	FR	69330
8	FRPH24	FR	56120    
8	FRPH25	FR	95280
8	FRPH26	FR	01150
8	FRPH27	FR	22400
8	FRPH28	FR	60260
8	FRPH29	FR	41600
8	FRPH30	FR	59550
8	FRPH31	FR	52200    
8	FRPH32	FR	65300
8	FRPH33	FR	02000    
8	FRPH34	FR	02000
8	FRPH35	FR	03120
8	FRPH36	FR	53000
8	FRPH37	FR	09300
8	FRPH38	FR	62300
8	FRPH39	FR	62300
8	FRPH40	FR	40550
8	FRPH41	FR	33340
8	FRPH42	FR	36110
8	FRPH43	FR	63190
8	FRPH44	FR	60140
8	FRPH46	FR	55500
8	FRPH47	FR	59000
8	FRPH48	FR	59000
8	FRPH49	FR	59110
8	FRPH50	FR	59000
8	FRPH51	FR	62190
8	FRPH53	FR	87000
8	FRPH54	FR	87000
8	FRPH55	FR	87000
8	FRPH56	FR	87000
8	FRPH57	FR	87100
8	FRPH58	FR	91470
8	FRPH59	FR	14100    
8	FRPH60	FR	02340
8	FRPH61	FR	93190
8	FRPH62	FR	56500
8	FRPH64	FR	77230
8	FRPH65	FR	60150
8	FRPH66	FR	62219    
8	FRPH67	FR	39000
8	FRPH69	FR	42420
8	FRPH70	FR	56100    
8	FRPH71	FR	22600
8	FRPH72	FR	86200
8	FRPH73	FR	71500
8	FRPH74	FR	28240    
8	FRPH75	FR	65100
8	FRPH76	FR	27400    
8	FRPH77	FR	95270
8	FRPH78	FR	95420    
8	FRPH79	FR	76770    
8	FRPH80	FR	59240
8	FRPH81	FR	57100
8	FRPH82	FR	72100
8	FRPH83	FR	72000    
8	FRPH84	FR	72000
8	FRPH85	FR	72000    
8	FRPH86	FR	72000
8	FRPH87	FR	72100
8	FRPH88	FR	16230
8	FRPH89	FR	78200
8	FRPH90	FR	62730    
8	FRPH91	FR	77100
8	FRPH92	FR	02250    
8	FRPH93	FR	59770
8	FRPH94	FR	78160
8	FRPH95	FR	91630
8	FRPH96	FR	62250
8	FRPH97	FR	13003
8	FRPH98	FR	13012
8	FRPH99	FR	64130
8	FRPI01	FR	53100
8	FRPI02	FR	18500
8	FRPI03	FR	79500    
8	FRPI04	FR	77000
8	FRPI05	FR	95180    
8	FRPI06	FR	41500
8	FRPI07	FR	02200
8	FRPI08	FR	76240
8	FRPI09	FR	92360
